uniprot_id,gene,length,llps_score,prediction,in_training
Q92993,KAT5,513,0.21,LLPS-,novel
Q1A5X6,IQCJ,159,0.21,LLPS-,novel
Q9NWK9,ZNHIT6,470,0.2099,LLPS-,novel
O14795,UNC13B,1591,0.2099,LLPS-,novel
A0A0J9YY54,TEX13D,714,0.2099,LLPS-,novel
Q9P246,STIM2,746,0.2099,LLPS-,novel
P0C7V0,AHI1-DT,271,0.2099,LLPS-,novel
Q6ZRI6,C15orf39,1047,0.2098,LLPS-,novel
Q494R4,DRC12,210,0.2098,LLPS-,novel
Q8TF64,GIPC3,312,0.2098,LLPS-,novel
Q6P158,DHX57,1386,0.2098,LLPS-,novel
O43526,KCNQ2,872,0.2098,LLPS-,novel
Q96F83,CLBA1,325,0.2097,LLPS-,novel
Q15768,EFNB3,340,0.2097,LLPS-,novel
O00459,PIK3R2,728,0.2097,LLPS-,novel
Q14746,COG2,738,0.2097,LLPS-,novel
Q3SYA9,POM121L1P,428,0.2096,LLPS-,novel
O43147,SGSM2,1006,0.2096,LLPS-,novel
Q99457,NAP1L3,506,0.2096,LLPS-,novel
P43268,ETV4,484,0.2096,LLPS-,novel
Q00577,PURA,322,0.2096,LLPS-,train
P35527,KRT9,623,0.2096,LLPS-,novel
Q9Y2G4,ANKRD6,727,0.2095,LLPS-,novel
Q14671,PUM1,1186,0.2095,LLPS-,train
Q9NXR1,NDE1,335,0.2095,LLPS-,novel
O75147,OBSL1,1896,0.2095,LLPS-,novel
Q7Z4K8,TRIM46,759,0.2095,LLPS-,novel
Q9Y2L9,LRCH1,728,0.2095,LLPS-,novel
Q9NW75,GPATCH2,528,0.2095,LLPS-,novel
Q9C0J8,WDR33,1336,0.2095,LLPS-,novel
Q9BXX0,EMILIN2,1053,0.2094,LLPS-,novel
Q9HCJ5,ZSWIM6,1215,0.2094,LLPS-,novel
P31260,HOXA10,410,0.2094,LLPS-,novel
Q8WW22,DNAJA4,397,0.2093,LLPS-,novel
Q96K30,RITA1,269,0.2093,LLPS-,novel
P19013,KRT4,520,0.2093,LLPS-,novel
Q8IY81,FTSJ3,847,0.2093,LLPS-,novel
P32004,L1CAM,1257,0.2093,LLPS-,novel
Q8NBR6,MINDY2,621,0.2092,LLPS-,novel
Q8TB24,RIN3,985,0.2092,LLPS-,novel
P62263,RPS14,151,0.2092,LLPS-,novel
Q7Z2X7,PAGE2,111,0.2092,LLPS-,novel
Q8N6H7,ARFGAP2,521,0.2092,LLPS-,novel
Q9NQW1,SEC31B,1179,0.2091,LLPS-,novel
Q9BXX2,ANKRD30B,1392,0.2091,LLPS-,novel
Q6SZW1,SARM1,724,0.2091,LLPS-,novel
Q9H6U6,BCAS3,928,0.2091,LLPS-,novel
Q9H0D6,XRN2,950,0.2091,LLPS-,novel
Q9UJK0,TSR3,312,0.2091,LLPS-,novel
Q9H3H9,TCEAL2,227,0.2091,LLPS-,novel
Q6P1J9,CDC73,531,0.2091,LLPS-,novel
Q8NI08,NCOA7,942,0.209,LLPS-,novel
Q92974,ARHGEF2,986,0.209,LLPS-,novel
Q92575,UBXN4,508,0.209,LLPS-,novel
Q15468,STIL,1287,0.209,LLPS-,novel
P50548,ERF,548,0.209,LLPS-,novel
Q8WYA1,BMAL2,636,0.209,LLPS-,novel
Q17RW2,COL24A1,1714,0.209,LLPS-,novel
Q96AQ8,MCUR1,359,0.209,LLPS-,novel
Q5H9L4,TAF7L,462,0.2089,LLPS-,novel
Q96NW4,ANKRD27,1050,0.2089,LLPS-,novel
Q8TAB5,C1orf216,229,0.2089,LLPS-,novel
Q6DN90,IQSEC1,963,0.2089,LLPS-,novel
Q8IYB7,DIS3L2,885,0.2089,LLPS-,novel
O43314,PPIP5K2,1243,0.2089,LLPS-,novel
O15164,TRIM24,1050,0.2089,LLPS-,novel
Q8N4Y2,CRACR2B,399,0.2089,LLPS-,novel
Q9BXT8,RNF17,1623,0.2088,LLPS-,novel
Q9UJ04,TSPYL4,414,0.2088,LLPS-,novel
Q9H2G9,BLZF1,400,0.2088,LLPS-,novel
Q5T0Z8,C6orf132,1188,0.2088,LLPS-,novel
Q8TE77,SSH3,659,0.2088,LLPS-,novel
Q5TF58,IFFO2,517,0.2088,LLPS-,novel
Q5XKE5,KRT79,535,0.2087,LLPS-,novel
Q96IU2,ZBED3,234,0.2087,LLPS-,novel
Q9UPQ9,TNRC6B,1833,0.2087,LLPS-,train
Q8NDT2,RBM15B,890,0.2087,LLPS-,novel
Q5SQQ9,VAX1,334,0.2087,LLPS-,novel
Q5SRN2,TSBP1,563,0.2087,LLPS-,novel
Q9UHV2,SERTAD1,236,0.2086,LLPS-,novel
Q9C0B6,BRINP2,783,0.2086,LLPS-,novel
Q04912,MST1R,1400,0.2086,LLPS-,novel
Q9NYP3,DONSON,566,0.2086,LLPS-,novel
P49790,NUP153,1475,0.2086,LLPS-,train
Q9BZ71,PITPNM3,974,0.2086,LLPS-,novel
Q6NW34,RMP64,567,0.2086,LLPS-,novel
P08729,KRT7,469,0.2086,LLPS-,novel
Q8N143,BCL6B,479,0.2085,LLPS-,novel
P0C7X2,ZNF688,276,0.2085,LLPS-,novel
A0A2R8YFM6,OOSP3,193,0.2085,LLPS-,novel
Q06945,SOX4,474,0.2085,LLPS-,novel
Q9NS40,KCNH7,1196,0.2085,LLPS-,novel
P55072,VCP,806,0.2085,LLPS-,novel
A0A0J9YX94,PNMA6F,578,0.2085,LLPS-,novel
O14525,ASTN1,1302,0.2085,LLPS-,novel
Q9BQ61,TRIR,176,0.2084,LLPS-,novel
Q9ULV3,CIZ1,898,0.2084,LLPS-,novel
Q6PCB5,RSBN1L,846,0.2084,LLPS-,novel
Q8N841,TTLL6,891,0.2083,LLPS-,novel
Q9BY84,DUSP16,665,0.2083,LLPS-,novel
Q9UQQ1,NAALADL1,740,0.2083,LLPS-,novel
Q9Y6N9,USH1C,552,0.2082,LLPS-,novel
Q01201,RELB,579,0.2082,LLPS-,novel
Q9C0A6,SETD5,1442,0.2082,LLPS-,novel
P28356,HOXD9,352,0.2082,LLPS-,novel
Q6UXN7,TOMM20L,152,0.2082,LLPS-,novel
Q7Z7H3,CATIP,387,0.2081,LLPS-,novel
Q07352,ZFP36L1,338,0.2081,LLPS-,train
P0C874,SPATA31D3,917,0.2081,LLPS-,novel
O95206,PCDH8,1070,0.2081,LLPS-,novel
Q86VK4,ZNF410,478,0.2081,LLPS-,novel
Q9NRC8,SIRT7,400,0.208,LLPS-,novel
Q6ZT12,UBR3,1888,0.208,LLPS-,novel
A0A1B0GTI1,CCDC201,187,0.208,LLPS-,novel
Q9H379,PRO3102,93,0.208,LLPS-,novel
B1AK53,ESPN,854,0.2079,LLPS-,novel
O43439,CBFA2T2,604,0.2079,LLPS-,novel
Q9Y2U5,MAP3K2,619,0.2079,LLPS-,novel
O15522,NKX2-8,239,0.2079,LLPS-,novel
Q13319,CDK5R2,367,0.2078,LLPS-,novel
Q13873,BMPR2,1038,0.2077,LLPS-,novel
Q96GP6,SCARF2,871,0.2077,LLPS-,novel
Q9BU19,ZNF692,519,0.2077,LLPS-,novel
Q9BZ67,FRMD8,464,0.2077,LLPS-,novel
Q96EK2,PHF21B,531,0.2077,LLPS-,novel
Q01101,INSM1,510,0.2077,LLPS-,novel
P22681,CBL,906,0.2076,LLPS-,novel
P53355,DAPK1,1430,0.2076,LLPS-,novel
A0A0J9YWL9,TEX13C,993,0.2076,LLPS-,novel
O00160,MYO1F,1098,0.2076,LLPS-,novel
Q5T2D3,OTUD3,398,0.2076,LLPS-,novel
Q99956,DUSP9,384,0.2076,LLPS-,novel
Q9UBN7,HDAC6,1215,0.2075,LLPS-,novel
O75264,SMIM24,130,0.2075,LLPS-,novel
Q9H1A4,ANAPC1,1944,0.2075,LLPS-,novel
Q7L591,DOK3,496,0.2075,LLPS-,novel
Q9BRU9,UTP23,249,0.2075,LLPS-,novel
Q5VUB5,FAM171A1,890,0.2075,LLPS-,novel
P49736,MCM2,904,0.2074,LLPS-,novel
Q86XZ4,SPATS2,545,0.2074,LLPS-,novel
Q7Z7E8,UBE2Q1,422,0.2074,LLPS-,novel
Q14CZ8,HEPACAM,416,0.2074,LLPS-,novel
Q92805,GOLGA1,767,0.2074,LLPS-,novel
Q96HR8,NAF1,494,0.2073,LLPS-,novel
Q14202,ZMYM3,1370,0.2073,LLPS-,novel
Q86UY5,FAM83A,434,0.2073,LLPS-,novel
Q92834,RPGR,1020,0.2073,LLPS-,novel
Q9C0B0,UNK,810,0.2073,LLPS-,novel
Q684P5,RAP1GAP2,730,0.2072,LLPS-,novel
P10275,AR,920,0.2072,LLPS-,val
Q5JSJ4,INTS6L,861,0.2072,LLPS-,novel
A0JNW5,BLTP3B,1464,0.2072,LLPS-,novel
Q15596,NCOA2,1464,0.2071,LLPS-,novel
Q96GN5,CDCA7L,454,0.2071,LLPS-,novel
Q8IW93,ARHGEF19,802,0.207,LLPS-,novel
Q92698,RAD54L,747,0.207,LLPS-,novel
Q9NVH0,EXD2,621,0.207,LLPS-,novel
O60271,SPAG9,1321,0.207,LLPS-,novel
Q86UX2,ITIH5,942,0.207,LLPS-,novel
Q9H9L4,KANSL2,492,0.207,LLPS-,novel
Q9H4L5,OSBPL3,887,0.207,LLPS-,novel
A0A1W2PR82,PERCC1,267,0.2069,LLPS-,novel
P23409,MYF6,242,0.2069,LLPS-,novel
Q9NXV6,CDKN2AIP,580,0.2069,LLPS-,novel
P57059,SIK1,783,0.2069,LLPS-,novel
Q9NSB2,KRT84,600,0.2069,LLPS-,novel
Q01804,OTUD4,1114,0.2069,LLPS-,novel
Q14CW9,ATXN7L3,347,0.2068,LLPS-,novel
Q6UWE0,LRSAM1,723,0.2068,LLPS-,novel
I0J062,PANO1,215,0.2068,LLPS-,novel
P59047,NLRP5,1200,0.2068,LLPS-,novel
Q9H074,PAIP1,479,0.2068,LLPS-,novel
Q8TDR2,STK35,534,0.2067,LLPS-,novel
P08651,NFIC,508,0.2067,LLPS-,novel
Q7LDG7,RASGRP2,609,0.2067,LLPS-,novel
Q4UJ75,ANKRD20A4P,823,0.2067,LLPS-,novel
Q9NQX0,PRDM6,595,0.2067,LLPS-,novel
Q8N302,AGGF1,714,0.2067,LLPS-,novel
O60486,PLXNC1,1568,0.2066,LLPS-,novel
Q8TCG1,CIP2A,905,0.2066,LLPS-,novel
Q8NCU7,C2CD4A,369,0.2066,LLPS-,novel
Q8N535,LINC00471,108,0.2066,LLPS-,novel
Q6ZUB0,SPATA31D4,917,0.2065,LLPS-,novel
Q8TC17,GRAPL,118,0.2065,LLPS-,novel
Q9H098,FAM107B,131,0.2065,LLPS-,novel
Q9UL36,ZNF236,1845,0.2065,LLPS-,novel
Q12968,NFATC3,1075,0.2065,LLPS-,novel
Q02641,CACNB1,598,0.2064,LLPS-,novel
Q9H869,YY1AP1,796,0.2064,LLPS-,novel
A4D0S4,LAMB4,1761,0.2063,LLPS-,novel
O43294,TGFB1I1,461,0.2063,LLPS-,novel
Q8TBZ0,CCDC110,833,0.2063,LLPS-,novel
Q00587,CDC42EP1,391,0.2063,LLPS-,novel
P28906,CD34,385,0.2063,LLPS-,novel
Q9P0K7,RAI14,980,0.2063,LLPS-,novel
P01718,IGLV3-27,113,0.2063,LLPS-,novel
P30305,CDC25B,580,0.2063,LLPS-,novel
Q15047,SETDB1,1291,0.2062,LLPS-,novel
Q5HYM0,ZC3H12B,836,0.2062,LLPS-,novel
Q9UHB7,AFF4,1163,0.2062,LLPS-,test
Q17RY0,CPEB4,729,0.2062,LLPS-,novel
Q6P3R8,NEK5,708,0.2062,LLPS-,novel
Q66K89,E4F1,784,0.2062,LLPS-,novel
Q32P44,EML3,896,0.2062,LLPS-,novel
O75391,SPAG7,227,0.2062,LLPS-,novel
O75093,SLIT1,1534,0.2062,LLPS-,novel
Q92997,DVL3,716,0.2062,LLPS-,novel
Q504T8,MIDN,468,0.2061,LLPS-,novel
Q8NFN8,GPR156,814,0.2061,LLPS-,novel
Q9H3T2,SEMA6C,930,0.2061,LLPS-,novel
Q9UJV9,DDX41,622,0.206,LLPS-,novel
O14841,OPLAH,1288,0.206,LLPS-,novel
Q9BZV3,IMPG2,1241,0.206,LLPS-,novel
Q6UXD5,SEZ6L2,910,0.2059,LLPS-,novel
Q9UEE9,CFDP1,299,0.2059,LLPS-,novel
Q9H0F6,SHARPIN,387,0.2059,LLPS-,novel
Q8NDZ2,SIMC1,872,0.2059,LLPS-,novel
Q8NEF3,CCDC112,446,0.2058,LLPS-,novel
Q9UKS7,IKZF2,526,0.2058,LLPS-,novel
O14867,BACH1,736,0.2058,LLPS-,novel
Q15326,ZMYND11,602,0.2057,LLPS-,novel
Q8WUD4,CCDC12,166,0.2057,LLPS-,novel
Q13546,RIPK1,671,0.2057,LLPS-,novel
Q9BRJ9,MESP1,268,0.2057,LLPS-,novel
Q3C1V9,,767,0.2057,LLPS-,novel
P98082,DAB2,770,0.2056,LLPS-,novel
O75129,ASTN2,1339,0.2056,LLPS-,novel
P08648,ITGA5,1049,0.2056,LLPS-,novel
P54132,BLM,1417,0.2056,LLPS-,novel
Q9H2W2,MIXL1,232,0.2056,LLPS-,novel
A8MPP1,DDX11L8,907,0.2056,LLPS-,novel
Q9UPW6,SATB2,733,0.2056,LLPS-,novel
Q9Y6M1,IGF2BP2,599,0.2056,LLPS-,train
P04920,SLC4A2,1241,0.2055,LLPS-,novel
Q9BX40,LSM14B,385,0.2055,LLPS-,train
Q08999,RBL2,1139,0.2055,LLPS-,novel
O15105,SMAD7,426,0.2055,LLPS-,novel
Q8N5A5,ZGPAT,531,0.2055,LLPS-,novel
Q5DX21,IGSF11,431,0.2054,LLPS-,novel
Q32MQ0,ZNF750,723,0.2054,LLPS-,novel
Q9BQE5,APOL2,337,0.2054,LLPS-,novel
Q9BYE0,HES7,225,0.2054,LLPS-,novel
Q96PV4,PNMA5,448,0.2054,LLPS-,novel
P28370,SMARCA1,1042,0.2053,LLPS-,novel
P08913,ADRA2A,465,0.2053,LLPS-,novel
Q2M2I5,KRT24,525,0.2053,LLPS-,novel
Q17RS7,GEN1,908,0.2053,LLPS-,novel
Q5SWA1,PPP1R15B,713,0.2052,LLPS-,novel
Q8WWL2,SPIRE2,714,0.2052,LLPS-,novel
Q6ZT98,TTLL7,887,0.2052,LLPS-,novel
Q9H788,SH2D4A,454,0.2052,LLPS-,novel
Q9Y2M0,FAN1,1017,0.2052,LLPS-,novel
Q460N5,PARP14,1801,0.2052,LLPS-,novel
Q9NY93,DDX56,547,0.2052,LLPS-,novel
Q8IWE5,PLEKHM2,1019,0.2052,LLPS-,novel
Q12929,EPS8,822,0.2051,LLPS-,novel
Q9Y6X4,FAM169A,670,0.2051,LLPS-,novel
Q5MNZ9,WIPI1,446,0.2051,LLPS-,novel
Q9H2K8,TAOK3,898,0.2051,LLPS-,novel
Q7Z2K8,GPRIN1,1008,0.2051,LLPS-,novel
Q56UQ5,,140,0.2051,LLPS-,novel
A0A0J9YX57,MAGEB6B,407,0.2051,LLPS-,novel
O94966,USP19,1318,0.2051,LLPS-,novel
Q8TCN5,ZNF507,953,0.2051,LLPS-,novel
P57086,SCAND1,179,0.205,LLPS-,novel
Q6XUX3,DSTYK,929,0.205,LLPS-,novel
O60884,DNAJA2,412,0.205,LLPS-,novel
Q76KP1,B4GALNT4,1039,0.2049,LLPS-,novel
Q9Y2G2,CARD8,537,0.2049,LLPS-,novel
O00409,FOXN3,490,0.2049,LLPS-,novel
Q5H9B9,BMP2KL,411,0.2049,LLPS-,novel
Q9P013,CWC15,229,0.2049,LLPS-,novel
Q06455,RUNX1T1,604,0.2048,LLPS-,novel
O95835,LATS1,1130,0.2048,LLPS-,novel
Q9Y6Y8,SEC23IP,1000,0.2048,LLPS-,novel
Q7L2J0,MEPCE,689,0.2048,LLPS-,novel
Q9H2F9,CCDC68,335,0.2047,LLPS-,novel
O00159,MYO1C,1063,0.2047,LLPS-,train
Q13477,MADCAM1,382,0.2047,LLPS-,novel
P51617,IRAK1,712,0.2046,LLPS-,novel
Q92900,UPF1,1129,0.2045,LLPS-,train
Q9UKZ1,CNOT11,510,0.2045,LLPS-,novel
Q99543,DNAJC2,621,0.2045,LLPS-,novel
Q15398,DLGAP5,846,0.2045,LLPS-,novel
Q4VX76,SYTL3,610,0.2045,LLPS-,novel
A9YTQ3,AHRR,697,0.2045,LLPS-,novel
Q9NP85,NPHS2,383,0.2045,LLPS-,novel
P51172,SCNN1D,802,0.2045,LLPS-,novel
O60264,SMARCA5,1052,0.2044,LLPS-,novel
Q9NW68,BSDC1,430,0.2044,LLPS-,novel
Q16473,TNXA,311,0.2044,LLPS-,novel
A0A0C4DH36,IGHV3-38,116,0.2044,LLPS-,novel
Q6UXK2,ISLR2,745,0.2044,LLPS-,novel
A1A4S6,ARHGAP10,786,0.2044,LLPS-,novel
Q2KHT3,CLEC16A,1053,0.2044,LLPS-,novel
Q07820,MCL1,350,0.2044,LLPS-,novel
P49643,PRIM2,509,0.2044,LLPS-,novel
O95644,NFATC1,943,0.2043,LLPS-,novel
E9PIF3,NPIPA2,369,0.2043,LLPS-,novel
Q8NDX5,PHC3,983,0.2042,LLPS-,novel
Q8N680,ZBTB2,514,0.2042,LLPS-,novel
O60566,BUB1B,1050,0.2042,LLPS-,novel
Q00653,NFKB2,900,0.2042,LLPS-,novel
Q03188,CENPC,943,0.2041,LLPS-,novel
Q9HCM1,RESF1,1747,0.2041,LLPS-,novel
P50219,MNX1,401,0.2041,LLPS-,novel
Q5SNV9,C1orf167,1449,0.2041,LLPS-,novel
Q15834,CCDC85B,202,0.2041,LLPS-,novel
O15056,SYNJ2,1496,0.204,LLPS-,novel
Q08495,DMTN,405,0.204,LLPS-,novel
Q6ZUL3,LINC03042,223,0.204,LLPS-,novel
A6NKF2,ARID3C,412,0.204,LLPS-,novel
Q8TD08,MAPK15,544,0.204,LLPS-,novel
P42566,EPS15,896,0.204,LLPS-,novel
Q8TD17,ZNF398,642,0.204,LLPS-,novel
Q9UGR2,ZC3H7B,977,0.2039,LLPS-,train
Q68CR7,LRRC66,880,0.2039,LLPS-,novel
O75132,ZBED4,1171,0.2039,LLPS-,novel
A6NNC1,,897,0.2039,LLPS-,novel
Q9UBW5,BIN2,565,0.2038,LLPS-,novel
O95872,GPANK1,356,0.2038,LLPS-,novel
P15923,TCF3,654,0.2038,LLPS-,novel
O43889,CREB3,371,0.2038,LLPS-,novel
Q502W7,CCDC38,563,0.2038,LLPS-,novel
Q5EBM0,CMPK2,449,0.2038,LLPS-,novel
Q96C45,ULK4,1275,0.2038,LLPS-,novel
P43026,GDF5,501,0.2037,LLPS-,novel
Q4VCS5,AMOT,1084,0.2037,LLPS-,novel
D6RGH6,MCIDAS,385,0.2037,LLPS-,novel
Q9HB75,PIDD1,910,0.2037,LLPS-,novel
Q8N1W2,ZNF710,664,0.2037,LLPS-,novel
Q14526,HIC1,733,0.2037,LLPS-,novel
Q9H8M2,BRD9,597,0.2037,LLPS-,novel
Q9UF83,,564,0.2037,LLPS-,novel
Q9UEU0,VTI1B,232,0.2037,LLPS-,novel
Q9UID3,VPS51,782,0.2037,LLPS-,novel
Q9H706,GAREM1,876,0.2037,LLPS-,novel
P33076,CIITA,1130,0.2036,LLPS-,novel
Q2WGN9,GAB4,574,0.2036,LLPS-,novel
Q8N7Z2,GOLGA6L1,668,0.2036,LLPS-,novel
Q9NQI0,DDX4,724,0.2036,LLPS-,train
Q9HAT1,LMAN1L,526,0.2036,LLPS-,novel
Q9P2G1,ANKIB1,1089,0.2036,LLPS-,novel
Q9BRU2,TCEAL7,100,0.2035,LLPS-,novel
Q96JE7,SEC16B,1060,0.2035,LLPS-,novel
O14979,HNRNPDL,420,0.2035,LLPS-,train
A6NKF1,SAC3D1,404,0.2035,LLPS-,novel
Q14161,GIT2,759,0.2034,LLPS-,novel
O95155,UBE4B,1302,0.2034,LLPS-,novel
Q15906,VPS72,364,0.2034,LLPS-,novel
O60763,USO1,962,0.2034,LLPS-,novel
Q96PV6,LENG8,800,0.2033,LLPS-,novel
Q14320,FAM50A,339,0.2033,LLPS-,novel
Q7Z3Z0,KRT25,450,0.2033,LLPS-,novel
Q5VTJ3,KLHDC7A,777,0.2033,LLPS-,novel
Q96JM3,CHAMP1,812,0.2032,LLPS-,novel
Q9Y2V3,RAX,346,0.2032,LLPS-,novel
O94887,FARP2,1054,0.2032,LLPS-,novel
Q9NUG4,CCM2L,571,0.2032,LLPS-,novel
P55199,ELL,621,0.2032,LLPS-,novel
Q6YHU6,THADA,1953,0.2032,LLPS-,novel
Q12797,ASPH,758,0.2031,LLPS-,novel
Q8IYE0,CCDC146,955,0.2031,LLPS-,novel
Q9H1I8,ASCC2,757,0.2031,LLPS-,novel
Q13563,PKD2,968,0.2031,LLPS-,novel
Q6VY07,PACS1,963,0.2031,LLPS-,novel
Q9H6L5,RETREG1,497,0.2031,LLPS-,novel
P98175,RBM10,930,0.2031,LLPS-,novel
Q96CN4,EVI5L,794,0.203,LLPS-,novel
Q8N264,ARHGAP24,748,0.203,LLPS-,novel
P21709,EPHA1,976,0.203,LLPS-,novel
Q9UJQ4,SALL4,1053,0.203,LLPS-,novel
Q92771,DDX12P,950,0.203,LLPS-,novel
Q86V59,PNMA8A,439,0.203,LLPS-,novel
A5PLN7,FAM149A,773,0.203,LLPS-,novel
Q9UJ14,GGT7,662,0.203,LLPS-,novel
Q8IZM8,ZNF654,1128,0.203,LLPS-,novel
Q9P217,ZSWIM5,1185,0.203,LLPS-,novel
Q13308,PTK7,1070,0.2029,LLPS-,novel
Q9BSW2,CRACR2A,731,0.2029,LLPS-,novel
Q8N531,FBXL6,539,0.2029,LLPS-,novel
Q9UPZ3,HPS5,1129,0.2029,LLPS-,novel
Q92665,MRPS31,395,0.2029,LLPS-,novel
A0AUZ9,KANSL1L,987,0.2028,LLPS-,novel
Q8WVR3,TRAPPC14,580,0.2028,LLPS-,novel
Q2TBC4,PRICKLE4,344,0.2028,LLPS-,novel
P17676,CEBPB,345,0.2028,LLPS-,novel
Q5DID0,UMODL1,1318,0.2028,LLPS-,novel
Q8IYX8,CEP57L1,460,0.2028,LLPS-,novel
Q9Y2X9,ZNF281,895,0.2028,LLPS-,novel
Q9Y3Q4,HCN4,1203,0.2028,LLPS-,novel
Q00987,MDM2,491,0.2027,LLPS-,train
O94782,USP1,785,0.2027,LLPS-,novel
Q5TG30,ARHGAP40,675,0.2027,LLPS-,novel
Q9H5V8,CDCP1,836,0.2027,LLPS-,novel
Q9H4B4,PLK3,646,0.2027,LLPS-,novel
A0A1B0GUA9,C13orf46,212,0.2027,LLPS-,novel
Q8N2S1,LTBP4,1624,0.2027,LLPS-,novel
Q3MII6,TBC1D25,688,0.2027,LLPS-,novel
Q99583,MNT,582,0.2027,LLPS-,novel
Q16825,PTPN21,1174,0.2027,LLPS-,novel
Q9BWE0,REPIN1,567,0.2027,LLPS-,novel
Q16478,GRIK5,980,0.2027,LLPS-,novel
I3L273,GFY,518,0.2027,LLPS-,novel
Q17R89,ARHGAP44,818,0.2026,LLPS-,novel
O94898,LRIG2,1065,0.2026,LLPS-,novel
P46060,RANGAP1,587,0.2026,LLPS-,novel
Q9H3R5,CENPH,247,0.2025,LLPS-,novel
Q8NFJ8,BHLHE22,381,0.2025,LLPS-,novel
Q8IVF6,ANKRD18A,992,0.2025,LLPS-,novel
A6NNM8,TTLL13,815,0.2025,LLPS-,novel
Q9NVP1,DDX18,670,0.2025,LLPS-,novel
Q5VXU9,SHOC1,1444,0.2025,LLPS-,novel
Q14896,MYBPC3,1274,0.2024,LLPS-,novel
Q53TS8,CATSPERT,1820,0.2024,LLPS-,novel
Q9Y4F1,FARP1,1045,0.2024,LLPS-,novel
Q92729,PTPRU,1446,0.2024,LLPS-,train
Q9UHP3,USP25,1055,0.2023,LLPS-,novel
Q8TEM1,NUP210,1887,0.2023,LLPS-,novel
O60496,DOK2,412,0.2023,LLPS-,novel
P27539,GDF1,372,0.2023,LLPS-,novel
Q9BZF2,OSBPL7,842,0.2023,LLPS-,novel
Q969T3,SNX21,373,0.2023,LLPS-,novel
O43805,SSNA1,119,0.2022,LLPS-,novel
Q9H0E9,BRD8,1235,0.2022,LLPS-,novel
Q9NSC2,SALL1,1324,0.2022,LLPS-,novel
Q8ND83,SLAIN1,568,0.2022,LLPS-,novel
A6NGR9,MROH6,719,0.2022,LLPS-,novel
Q8IWX8,CHERP,916,0.2022,LLPS-,novel
Q92925,SMARCD2,531,0.2022,LLPS-,novel
Q14721,KCNB1,858,0.2021,LLPS-,novel
P48382,RFX5,616,0.2021,LLPS-,novel
Q9Y6W5,WASF2,498,0.2021,LLPS-,novel
Q9GZY8,MFF,342,0.2021,LLPS-,novel
O15482,TEX28,410,0.2021,LLPS-,novel
P57076,CFAP298,290,0.2021,LLPS-,novel
P05787,KRT8,483,0.202,LLPS-,novel
O43716,GATC,136,0.202,LLPS-,novel
A6NDY0,PABPN1L,278,0.202,LLPS-,novel
Q13416,ORC2,577,0.202,LLPS-,novel
Q96M96,FGD4,766,0.202,LLPS-,novel
P54760,EPHB4,987,0.202,LLPS-,novel
P51956,NEK3,506,0.202,LLPS-,novel
Q6AZY7,SCARA3,606,0.202,LLPS-,novel
Q9HCE1,MOV10,1003,0.202,LLPS-,novel
Q13094,LCP2,533,0.202,LLPS-,novel
Q96FT7,ASIC4,539,0.2019,LLPS-,novel
P49006,MARCKSL1,195,0.2019,LLPS-,novel
Q9H9P5,UNKL,680,0.2018,LLPS-,novel
Q96PU5,NEDD4L,975,0.2018,LLPS-,novel
O60241,ADGRB2,1585,0.2018,LLPS-,novel
Q5T1B0,AXDND1,1012,0.2018,LLPS-,novel
Q6PIJ6,FBXO38,1188,0.2018,LLPS-,novel
Q9UDY4,DNAJB4,337,0.2018,LLPS-,novel
Q9BQQ3,GORASP1,440,0.2018,LLPS-,novel
Q9Y5A7,NUB1,615,0.2018,LLPS-,novel
Q01814,ATP2B2,1243,0.2018,LLPS-,novel
Q9H6E5,TUT1,874,0.2018,LLPS-,novel
O43312,MTSS1,755,0.2017,LLPS-,novel
Q14494,NFE2L1,772,0.2017,LLPS-,novel
Q99759,MAP3K3,626,0.2017,LLPS-,novel
A6NDE8,GAGE12H,117,0.2017,LLPS-,novel
A0A087WXM9,MEIKIN,373,0.2017,LLPS-,novel
Q9H7D0,DOCK5,1870,0.2016,LLPS-,novel
Q8TF76,HASPIN,798,0.2016,LLPS-,novel
Q92540,SMG7,1137,0.2016,LLPS-,novel
E9PI22,PRR23D1,279,0.2016,LLPS-,novel
P0DMB1,PRR23D2,279,0.2016,LLPS-,novel
P0C7T7,FRMD6-AS1,363,0.2016,LLPS-,novel
Q14296,FASTK,549,0.2015,LLPS-,novel
Q14162,SCARF1,830,0.2015,LLPS-,novel
Q9UKT4,FBXO5,447,0.2014,LLPS-,novel
P09603,CSF1,554,0.2014,LLPS-,novel
Q6ZRT6,PRR23B,265,0.2014,LLPS-,novel
Q5T0N5,FNBP1L,605,0.2014,LLPS-,novel
A8MTJ6,FOXI3,420,0.2014,LLPS-,novel
Q9UBT2,UBA2,640,0.2013,LLPS-,novel
Q9H4I2,ZHX3,956,0.2013,LLPS-,novel
Q9Y5R5,DMRT2,561,0.2013,LLPS-,novel
O94913,PCF11,1555,0.2013,LLPS-,novel
P0DP91,ERCC6,1061,0.2013,LLPS-,novel
Q9UQ05,KCNH4,1017,0.2013,LLPS-,novel
A0A096LP49,CCDC187,1063,0.2012,LLPS-,novel
Q147X3,NAA30,362,0.2012,LLPS-,novel
Q2M2I8,AAK1,961,0.2012,LLPS-,novel
Q49MI3,CERKL,558,0.2012,LLPS-,train
P0C7U0,ELFN1,828,0.2011,LLPS-,novel
